Youtuber,Video Title,NEGATIVE,NEUTRAL,POSITIVE
HYBE LABELS,범규 (BEOMGYU) 'Take My Half' Official MV,0.3522000014781952,0.6247000098228455,0.023099999874830246
HYBE LABELS,범규 (BEOMGYU) 'Take My Half' Official MV,0.41429999470710754,0.3984000086784363,0.18729999661445618
HYBE LABELS,[HYBE MUSIC GROUP AUDITION] Message From LE_SSERAFIM,0.3522000014781952,0.6247000098228455,0.023099999874830246
HYBE LABELS,휴닝카이 (HUENINGKAI) 'Dance With You' Official MV,0.3522000014781952,0.6247000098228455,0.023099999874830246
Zee TV,शारदा को शक है कि रीत किसी मकसद से घर लौटी है - Jaane Anjaane Hum Mile - Full Episode 217 @zeetv,0.3522000014781952,0.6247000098228455,0.023099999874830246
Zee TV,#Saru #Shorts #Zee TV #Entertainment #Drama,0.3522000014781952,0.6247000098228455,0.023099999874830246
Zee TV,#KUMKUM BHAGYA #Shorts #Zee TV #Entertainment #Family Drama,0.3522000014781952,0.6247000098228455,0.023099999874830246
Zee TV,Saru | Is Ved ready to confess what he truly feels for Saru?,0.3522000014781952,0.6247000098228455,0.023099999874830246
Zee TV,करिश्मा ने देवांश को मारने और चंद्रिका को झुकाने की कसम खाई - Vasudha - Full Episode 257 @zeetv,0.3522000014781952,0.6247000098228455,0.023099999874830246
Pinkfong Baby Shark - Kids' Songs & Stories,Who’s the Culprit? 🕵️‍♂️🌳 | Outdoor Songs 🎶 | Dance Along for Summer Fun | Pinkfong Official,0.10019999742507935,0.7824000120162964,0.11739999800920486
Pinkfong Baby Shark - Kids' Songs & Stories,Imma be your Baby Shark 😈 #idol #kpopdemonhunters #sajaboys,0.3522000014781952,0.6247000098228455,0.023099999874830246
Pinkfong Baby Shark - Kids' Songs & Stories,🔴 LIVE 24/7 for Mobile 🔴 🦈 Baby Shark Dance Non-Stop | August Shark Month Special | Pinkfong LIVE,0.3522000014781952,0.6247000098228455,0.023099999874830246
Pinkfong Baby Shark - Kids' Songs & Stories,🔴 Pinkfong LIVE 24/7 | 2025 Awards 🏆 Most Viewed Kids' Songs | Baby Shark 10th Special Live,0.3522000014781952,0.6247000098228455,0.023099999874830246
Pinkfong Baby Shark - Kids' Songs & Stories,🎧 ASMR Self-Care Day with Ninimo | Subscribe @Pinkfong #ninimo #hates #cucmber,0.3522000014781952,0.6247000098228455,0.023099999874830246
Canal KondZilla,"NOVA GERAÇÃO - DAVIZIN MC, MC THZYNHO, MC THAN, DMENORVK (KondZilla)",0.3522000014781952,0.6247000098228455,0.023099999874830246
Canal KondZilla,Cypher Nova Geração Pt. 1 (KondZilla),0.3522000014781952,0.6247000098228455,0.023099999874830246
Canal KondZilla,“Vamos com calma” 🫣❤️,0.3522000014781952,0.6247000098228455,0.023099999874830246
Canal KondZilla,Torpedão - MC H2 (KondZilla),0.3522000014781952,0.6247000098228455,0.023099999874830246
Canal KondZilla,APRESENTAÇÃO NOVOS CONTRATADOS 2025 - KONDZILLA NOVA ERA,0.3522000014781952,0.6247000098228455,0.023099999874830246
ChuChu TV Nursery Rhymes & Kids Songs,"Three Little Kittens, Lost Their Mittens Nursery Rhyme for Kids | ChuChu TV Toddler Learning Videos",0.7190999984741211,0.24230000376701355,0.038600001484155655
ChuChu TV Nursery Rhymes & Kids Songs,Cinderella - Magical Carpet with ChuChu & Friends #ChuChuTV #Storytime #shorts #KidsStories,0.09220000356435776,0.2558000087738037,0.6520000100135803
ChuChu TV Nursery Rhymes & Kids Songs,The Wheels on the Cars Go Round and Round Song #Shorts #ChuChuTV #NurseryRhymes #JumblikansDinosaurs,0.03720000013709068,0.7171000242233276,0.24570000171661377
ChuChu TV Nursery Rhymes & Kids Songs,ABC Animal Train Phonics Song -Part2 #BabyTaku #Shorts #ChuChuTV #NurseryRhymes #KidsSongs #Animals,0.0284000001847744,0.7706999778747559,0.20090000331401825
ChuChu TV Nursery Rhymes & Kids Songs,Wheels on the Bus : 83 Minutes of Playtime & Family Adventures | ChuChuTV Nursery Rhymes for Infants,0.015599999576807022,0.5375999808311462,0.44679999351501465
Shemaroo Filmi Gaane,"Babul Ki Duayen Leti Ja | Mohammed Rafi | Neel Kamal(1968) | Waheeda Rehman, Balraj Sahni | Sad Song",0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo Filmi Gaane,R D Burman Timeless Hits...Gulabi Aankhein Jo Teri Dekhi | O Mere Dil Ke Chain | Tu Tu Hai Wohi,0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo Filmi Gaane,"Kiska Mahal Hai Kiska Ye Ghar Hai | Prem Nagar(1974) | Kishore Kumar, Lata Mangeshkar | Popular Hits",0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo Filmi Gaane,"Dil Hai Kab Kis Pe | Zalzala 1988 | Asha Bhosle | Kimi Katkar, Shatrughan Sinha | 80s Romantic Songs",0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo Filmi Gaane,"Kisi Shayar Ki Ghazal [4K Lyrical] | Dream Girl (1977) | Dharmendra, Hema Malini | Popular Songs",0.3522000014781952,0.6247000098228455,0.023099999874830246
Colors TV,Laughter Chefs Unlimited Entertainment | Full Episode Ep. 19 | Naga Panchami's sizzling cook-off!,0.3522000014781952,0.6247000098228455,0.023099999874830246
Colors TV,Molkki | Ep. 104 | Manas Gives Purvi's Clue To Police | Colors TV,0.3522000014781952,0.6247000098228455,0.023099999874830246
Colors TV,Comedy Nights With Kapil | Fun Unlimited #comedy #kapilsharma,0.3522000014781952,0.6247000098228455,0.023099999874830246
Colors TV,"Meri Aashiqui Tum Se Hi | Ep. 97 | Ishaani's Family Become Homeless, How? | Colors TV",0.3522000014781952,0.6247000098228455,0.023099999874830246
Colors TV,Entertainment Ki Raat | Full Episode Ep. 20 | Shankar Mahadevan like never before!,0.3522000014781952,0.6247000098228455,0.023099999874830246
T-Series Bhakti Sagar,शिव का नाम लो Shiv Ka Naam Lo | With Lyrics | Shiv Bhajan | SONU NIGAM | GULSHAN KUMAR Shiv Bhajan,0.3522000014781952,0.6247000098228455,0.023099999874830246
T-Series Bhakti Sagar,Ketu Shanti Mantra 108 Times | केतू ग्रह शांति मंत्र | Navgrah Mantra | T-Series Spiritual,0.3522000014781952,0.6247000098228455,0.023099999874830246
T-Series Bhakti Sagar,Shyama Ke Dham Ka | Khatu Shyam Bhajan | AVINASH KARN | Full Audio,0.3522000014781952,0.6247000098228455,0.023099999874830246
T-Series Bhakti Sagar,TERI SHARAN MEIN KANHAIYA |🙏Kirshna Bhajan🙏| NARESH RAINA | Full 4K,0.3522000014781952,0.6247000098228455,0.023099999874830246
T-Series Bhakti Sagar,जय श्रीनाथ Jai Shrinath | Krishna Bhajans | कृष्ण भजन संग्रह | ANURADHA PAUDWAL,0.3522000014781952,0.6247000098228455,0.023099999874830246
Dude Perfect,Who is the Strongest Dude?,0.13269999623298645,0.603600025177002,0.263700008392334
Dude Perfect,ATHLETE 🤯,0.19439999759197235,0.6639000177383423,0.14169999957084656
Dude Perfect,Who was the Most Accurate 😂 #GalaxyZFold7 #SamsungPartner #GoogleGemini,0.007499999832361937,0.2249000072479248,0.7675999999046326
Dude Perfect,15 Years of Trickshots…,0.010200000368058681,0.29840001463890076,0.6912999749183655
Dude Perfect,I Tried America's Most Dangerous Sport,0.07769999653100967,0.2996000051498413,0.6227999925613403
Movieclips,Godzilla x Kong: The New Empire (2024) 4K - Godzilla vs. Tiamat | Movieclips,0.3522000014781952,0.6247000098228455,0.023099999874830246
Movieclips,Godzilla x Kong: The New Empire (2024) 4K - Kong vs. Giant Snake | Movieclips,0.3522000014781952,0.6247000098228455,0.023099999874830246
Movieclips,Godzilla x Kong: The New Empire (2024) 4K - Skar’s Apes Attack Kong | Movieclips,0.3522000014781952,0.6247000098228455,0.023099999874830246
Movieclips,Godzilla x Kong: The New Empire (2024) 4K - Kong vs. the Wart Dogs | Movieclips,0.3522000014781952,0.6247000098228455,0.023099999874830246
Movieclips,Open Season 3 (2010) - On the Road Again | Movieclips,0.0034000000450760126,0.031300000846385956,0.965399980545044
Tips Official,#happybirthdayadityanarayan #lovesongs #hindisongs #mangtahaikya,0.3522000014781952,0.6247000098228455,0.023099999874830246
Tips Official,#happybirthdaydipikakibrahim #tujhedekhenmeriaankhen #lovesongs #hindisongs #ytshorts,0.3522000014781952,0.6247000098228455,0.023099999874830246
Tips Official,"Happy Birthday to the melody maestro, Nadeem Akhtar Saifi ✨#lovesongs #bollywood #hindisongs",0.3522000014781952,0.6247000098228455,0.023099999874830246
Tips Official,32 years of the film that redefined the anti-hero! ✨ Khal Nayak still remains a cult classic 🖤,0.3522000014781952,0.6247000098228455,0.023099999874830246
Tips Official,"32 Years Of Khal Nayak | Sanjay Dutt, Madhuri Dixit | Nayak Hoon Main | Choli Ke Peeche Kya Hai |90s",0.3522000014781952,0.6247000098228455,0.023099999874830246
El Reino Infantil,Super Especial Para Niños 🚀 Hey Kids | Canciones Infantiles (10 min) | El Reino Infantil,0.3522000014781952,0.6247000098228455,0.023099999874830246
El Reino Infantil,Juego Smiley | Mini Smiley Español😀 Canciones Infantiles | El Reino Infantil,0.3522000014781952,0.6247000098228455,0.023099999874830246
El Reino Infantil,"Aprendemos las Vocales: ""I"" #Shorts",0.3522000014781952,0.6247000098228455,0.023099999874830246
El Reino Infantil,Soy una Taza ☕ BICHIKIDS 🐞 Canciones Infantiles (55 min) | El Reino Infantil,0.3522000014781952,0.6247000098228455,0.023099999874830246
El Reino Infantil,Soy una Taza #short #bichikids,0.3522000014781952,0.6247000098228455,0.023099999874830246
Wave Music,LANY - Know You Naked (Lyrics),0.3522000014781952,0.6247000098228455,0.023099999874830246
Wave Music,"ILLENIUM, WYLDE - Ur Alive (Lyrics)",0.3522000014781952,0.6247000098228455,0.023099999874830246
Wave Music,Said The Sky & Parson James - Heavenly (Lyrics),0.3522000014781952,0.6247000098228455,0.023099999874830246
Wave Music,ILLENIUM & Norma Jean Martine - Refuge (Lyrics),0.3522000014781952,0.6247000098228455,0.023099999874830246
Wave Music,SLANDER with JOSHUA of SEVENTEEN - Love Is Gone (Lyrics),0.3522000014781952,0.6247000098228455,0.023099999874830246
Aaj Tak,"World War की आहट, 8 अगस्त को Trump की डेडलाइन, Putin का परमाणु पलटवार | Russia-Ukraine War",0.3522000014781952,0.6247000098228455,0.023099999874830246
Aaj Tak,Black And White With Anjana Om Kashyap LIVE: Uttarkashi Cloudburst | US Tariff | Dharali News,0.3522000014781952,0.6247000098228455,0.023099999874830246
Aaj Tak,AAJTAK 2 LIVE | DHARALI CLOUDBURST | UTTARAKHAND DISASTER | अभी भी सैंकड़ों हैं लापता ! | AT2,0.3522000014781952,0.6247000098228455,0.023099999874830246
Aaj Tak,"Khabardar: Donald Trump की सौदेबाजी से खबरदार, Trump ने भारत पर अतिरिक्त 25 प्रतिशत टैरिफ लगाया",0.3522000014781952,0.6247000098228455,0.023099999874830246
Aaj Tak,Donald Trump's Annoucement on Tariff: भारत पर Tarrif बढ़ाने को लेकर Donald Trump का बड़ा ऐलान,0.3522000014781952,0.6247000098228455,0.023099999874830246
Sony Music India,Dance Basanti | The Dance Anthem You Can’t Stop Playing…💃🔥#partymusic #hindisong #hitsong,0.3522000014781952,0.6247000098228455,0.023099999874830246
Sony Music India,Tum Se - Audio Lyrical | Jalebi | Jubin Nautiyal | Rhea & Varun | Samuel & Akanksha | Romantic Song,0.3522000014781952,0.6247000098228455,0.023099999874830246
Sony Music India,When Emraan Hashmi Shows What Love Feels Like 'Zara Sa' ❤️ #lovesong #jannat #hindisong #kk #pritam,0.3522000014781952,0.6247000098228455,0.023099999874830246
Sony Music India,Agg Paaniyan Ch - Music Video | @Savikahlon  | Surinder K | @shahatgill | Aveera S Masson,0.3522000014781952,0.6247000098228455,0.023099999874830246
Sony Music India,"Nadiyon Paar - 8K/4K Music Video | Janhvi Kapoor | Roohi | Sachin-Jigar | Rashmeet, Shamur, IP Singh",0.3522000014781952,0.6247000098228455,0.023099999874830246
EminemMusic,STANS - Voicemail (In Theatres August 7),0.3522000014781952,0.6247000098228455,0.023099999874830246
EminemMusic,STANS - In Theatres August 7,0.3522000014781952,0.6247000098228455,0.023099999874830246
EminemMusic,STANS - Hip-Hop (In Theatres August 7),0.3522000014781952,0.6247000098228455,0.023099999874830246
EminemMusic,STANS - Writings (In Theatres August 7),0.3522000014781952,0.6247000098228455,0.023099999874830246
EminemMusic,STANS - My Name Is (In Theatres August 7),0.3522000014781952,0.6247000098228455,0.023099999874830246
Marshmello,“Holy Water” with my brother @JellyRoll dropping 8/8,0.3522000014781952,0.6247000098228455,0.023099999874830246
Marshmello,A song for the ones we've lost a long the way @JellyRoll,0.3522000014781952,0.6247000098228455,0.023099999874830246
Marshmello,Something special for my brother @JellyRoll Had to add the tattoos to tell us apart,0.3522000014781952,0.6247000098228455,0.023099999874830246
Marshmello,Which pose is your favorite? @JonasBrothers,0.3522000014781952,0.6247000098228455,0.023099999874830246
Marshmello,I can’t wait for yall to watch this @SmurfsMovie,0.3522000014781952,0.6247000098228455,0.023099999874830246
YRF,"We have joined the dance party, have you? | Create your Shorts on #AavanJaavan now!",0.3522000014781952,0.6247000098228455,0.023099999874830246
YRF,"Making of Aavan Jaavan Song | War 2 | Hrithik, Kiara | Pritam, Arijit Singh, Nikhita | Amitabh B",0.3522000014781952,0.6247000098228455,0.023099999874830246
YRF,#Saiyaara found a home in your hearts - and we couldn't be more thankful.❤️,0.3522000014781952,0.6247000098228455,0.023099999874830246
YRF,Barsaat playlist just got an upgrade with #Dhun 🌧️ | Book your tickets and watch #Saiyaara now!,0.3522000014781952,0.6247000098228455,0.023099999874830246
YRF,"The countdown begins…10 days, 2 warriors, 1 WAR. 🔥 #10DaysToWar2 | Hrithik Roshan, NTR, Kiara Advani",0.3522000014781952,0.6247000098228455,0.023099999874830246
LooLoo Kids - Nursery Rhymes and Children's Songs,Wheels On The Bus - Learn Colors with SURPRISE EGGS - Kids Songs and Nursery Rhymes,0.3522000014781952,0.6247000098228455,0.023099999874830246
LooLoo Kids - Nursery Rhymes and Children's Songs,Baby Star - Baby Shark MIX - Learn Colors with Sharks - Kids Songs and Nursery Rhymes,0.3522000014781952,0.6247000098228455,0.023099999874830246
LooLoo Kids - Nursery Rhymes and Children's Songs,Watch till the end… if there is one! 😂💫 #fun #shorts #kids,0.3522000014781952,0.6247000098228455,0.023099999874830246
LooLoo Kids - Nursery Rhymes and Children's Songs,A Ram Sam Sam - Learn Colors with Baby Shark and SURPRISE EGGS - Kids Songs and Nursery Rhymes,0.3522000014781952,0.6247000098228455,0.023099999874830246
LooLoo Kids - Nursery Rhymes and Children's Songs,Rain Rain Go Away + Five Little Ducks + Ten in The Bed - Kids Songs - LooLoo Kids Nursery Rhymes,0.3522000014781952,0.6247000098228455,0.023099999874830246
Ed Sheeran,"14 years later me and Rupert are reunited. Out Thursday 4pm BST, watch out for more stuff coming x",0.3522000014781952,0.6247000098228455,0.023099999874830246
Ed Sheeran,Ed Sheeran - A Little More (Official Music Video),0.3522000014781952,0.6247000098228455,0.023099999874830246
